date,sales,onpromotion,transactions,oil_price,holiday_count,is_holiday,year,month,quarter,day_of_week,day_of_year,week_of_year,is_weekend,month_sin,month_cos,dow_sin,dow_cos
2013-11-22,340734.213038,0,73466.0,94.53,0.0,0.0,2013,11,4,4,326,47,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
2013-11-23,485544.298837,0,91187.0,94.30666666666667,0.0,0.0,2013,11,4,5,327,47,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
2013-11-24,550925.293106,0,87771.0,94.08333333333333,0.0,0.0,2013,11,4,6,328,47,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
2013-11-25,365965.5090102,0,73966.0,93.86,0.0,0.0,2013,11,4,0,329,48,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
2013-11-26,323292.830024,0,70690.0,93.41,0.0,0.0,2013,11,4,1,330,48,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
2013-11-27,337083.286026,0,71571.0,92.05,0.0,0.0,2013,11,4,2,331,48,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
2013-11-28,305982.981947,0,69896.0,92.3,0.0,0.0,2013,11,4,3,332,48,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
2013-11-29,357000.404165,0,74816.0,92.55,0.0,0.0,2013,11,4,4,333,48,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
2013-11-30,541977.655801,0,94311.0,92.90333333333334,0.0,0.0,2013,11,4,5,334,48,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
2013-12-01,698217.128989,0,96910.0,93.25666666666666,0.0,0.0,2013,12,4,6,335,48,1,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
2013-12-02,495488.366984,0,82768.0,93.61,0.0,0.0,2013,12,4,0,336,49,0,-2.4492935982947064e-16,1.0,0.0,1.0
2013-12-03,424438.046973,0,79820.0,95.83,0.0,0.0,2013,12,4,1,337,49,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
2013-12-04,424147.0459855,0,80529.0,96.97,0.0,0.0,2013,12,4,2,338,49,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
2013-12-05,386406.804985,0,77466.0,97.14,1.0,1.0,2013,12,4,3,339,49,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
2013-12-06,432661.755068,0,80763.0,97.48,1.0,1.0,2013,12,4,4,340,49,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
2013-12-07,537181.319801,0,95160.0,97.35333333333334,0.0,0.0,2013,12,4,5,341,49,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
2013-12-08,588855.895921,0,92142.0,97.22666666666666,1.0,1.0,2013,12,4,6,342,49,1,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
2013-12-09,442309.3141075,0,80274.0,97.1,0.0,0.0,2013,12,4,0,343,50,0,-2.4492935982947064e-16,1.0,0.0,1.0
2013-12-10,414421.695986,0,79326.0,98.32,0.0,0.0,2013,12,4,1,344,50,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
2013-12-11,422957.198908,0,82055.0,97.25,0.0,0.0,2013,12,4,2,345,50,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
2013-12-12,384256.080979,0,80045.0,97.21,0.0,0.0,2013,12,4,3,346,50,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
2013-12-13,434657.0129787,0,84558.0,96.27,0.0,0.0,2013,12,4,4,347,50,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
2013-12-14,554911.917024,0,101340.0,96.57333333333334,0.0,0.0,2013,12,4,5,348,50,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
2013-12-15,642015.7758165,0,102239.0,96.87666666666667,0.0,0.0,2013,12,4,6,349,50,1,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
2013-12-16,516060.290853,0,92585.0,97.18,0.0,0.0,2013,12,4,0,350,51,0,-2.4492935982947064e-16,1.0,0.0,1.0
2013-12-17,480470.71684249997,0,94103.0,96.99,0.0,0.0,2013,12,4,1,351,51,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
2013-12-18,527481.336925,0,102356.0,97.59,0.0,0.0,2013,12,4,2,352,51,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
2013-12-19,507461.038187,0,109267.0,98.4,0.0,0.0,2013,12,4,3,353,51,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
2013-12-20,544104.2676365,0,106238.0,99.11,0.0,0.0,2013,12,4,4,354,51,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
2013-12-21,685673.07474,0,121425.0,98.94666666666667,1.0,1.0,2013,12,4,5,355,51,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
2013-12-22,696295.146867,0,118997.0,98.78333333333333,2.0,1.0,2013,12,4,6,356,51,1,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
2013-12-23,792865.284427,0,145876.0,98.62,1.0,1.0,2013,12,4,0,357,52,0,-2.4492935982947064e-16,1.0,0.0,1.0
2013-12-24,620663.290732,0,155846.0,98.87,1.0,1.0,2013,12,4,1,358,52,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
2013-12-26,470731.1624137,0,96002.0,99.18,1.0,1.0,2013,12,4,3,360,52,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
2013-12-27,479314.968043,0,98330.0,99.94,0.0,0.0,2013,12,4,4,361,52,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
2013-12-28,556952.3059789999,0,102858.0,99.59333333333333,0.0,0.0,2013,12,4,5,362,52,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
2013-12-29,499719.5049237,0,88729.0,99.24666666666667,0.0,0.0,2013,12,4,6,363,52,1,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
2013-12-30,635134.7358515,0,117645.0,98.9,0.0,0.0,2013,12,4,0,364,1,0,-2.4492935982947064e-16,1.0,0.0,1.0
2013-12-31,507264.6630475,0,117214.0,98.17,1.0,1.0,2013,12,4,1,365,1,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
2014-01-01,8602.065404,0,1327.0,96.655,1.0,1.0,2014,1,1,2,1,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2014-01-02,801011.226041,0,90716.0,95.14,0.0,0.0,2014,1,1,3,2,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2014-01-03,680672.845603,0,84488.0,93.66,0.0,0.0,2014,1,1,4,3,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2014-01-04,936628.8866039,0,101361.0,93.48,0.0,0.0,2014,1,1,5,4,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2014-01-05,949618.78894,0,93475.0,93.3,0.0,0.0,2014,1,1,6,5,1,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2014-01-06,602268.564009,0,77784.0,93.12,0.0,0.0,2014,1,1,0,6,2,0,0.49999999999999994,0.8660254037844387,0.0,1.0
2014-01-07,563450.5988595,0,75361.0,93.31,0.0,0.0,2014,1,1,1,7,2,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2014-01-08,636176.853478,0,77204.0,91.9,0.0,0.0,2014,1,1,2,8,2,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2014-01-09,496377.933414,0,72575.0,91.36,0.0,0.0,2014,1,1,3,9,2,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2014-01-10,543055.329066,0,75302.0,92.39,0.0,0.0,2014,1,1,4,10,2,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2014-01-11,787321.455619,0,94661.0,92.07666666666667,0.0,0.0,2014,1,1,5,11,2,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2014-01-12,844633.598917,0,89216.0,91.76333333333334,0.0,0.0,2014,1,1,6,12,2,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2014-01-13,555547.0150185,0,75590.0,91.45,0.0,0.0,2014,1,1,0,13,3,0,0.49999999999999994,0.8660254037844387,0.0,1.0
2014-01-14,502643.104285,0,71724.0,92.15,0.0,0.0,2014,1,1,1,14,3,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2014-01-15,567067.469069,0,74904.0,93.78,0.0,0.0,2014,1,1,2,15,3,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2014-01-16,502789.214207,0,73914.0,93.54,0.0,0.0,2014,1,1,3,16,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2014-01-17,542937.915657,0,75507.0,93.96,0.0,0.0,2014,1,1,4,17,3,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2014-01-18,786779.8899055,0,92853.0,94.05166666666666,0.0,0.0,2014,1,1,5,18,3,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2014-01-19,851735.334091,0,88313.0,94.14333333333333,0.0,0.0,2014,1,1,6,19,3,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2014-01-20,575850.061871,0,74870.0,94.235,0.0,0.0,2014,1,1,0,20,4,0,0.49999999999999994,0.8660254037844387,0.0,1.0
2014-01-21,538817.207912,0,74384.0,94.51,0.0,0.0,2014,1,1,1,21,4,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2014-01-22,553097.596874,0,72600.0,96.35,0.0,0.0,2014,1,1,2,22,4,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2014-01-23,460789.0398597,0,69863.0,97.23,0.0,0.0,2014,1,1,3,23,4,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2014-01-24,526124.572256,0,74881.0,96.66,0.0,0.0,2014,1,1,4,24,4,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2014-01-25,733880.979053,0,89619.0,96.38,0.0,0.0,2014,1,1,5,25,4,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2014-01-26,814057.732862,0,86186.0,96.1,0.0,0.0,2014,1,1,6,26,4,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2014-01-27,540798.833711,0,73833.0,95.82,0.0,0.0,2014,1,1,0,27,5,0,0.49999999999999994,0.8660254037844387,0.0,1.0
2014-01-28,481593.435798,0,71475.0,97.49,0.0,0.0,2014,1,1,1,28,5,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2014-01-29,512853.989922,0,70343.0,97.34,0.0,0.0,2014,1,1,2,29,5,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2014-01-30,453642.9707033,0,69738.0,98.25,0.0,0.0,2014,1,1,3,30,5,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2014-01-31,560816.192394,0,79461.0,97.55,0.0,0.0,2014,1,1,4,31,5,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2014-02-01,648870.19898,0,100397.0,97.17999999999999,0.0,0.0,2014,2,1,5,32,5,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2014-02-02,619805.537102,0,91157.0,96.81,0.0,0.0,2014,2,1,6,33,5,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2014-02-03,461637.5229585,0,82999.0,96.44,0.0,0.0,2014,2,1,0,34,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0
2014-02-04,403189.5869763,0,78774.0,97.24,0.0,0.0,2014,2,1,1,35,6,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2014-02-05,399138.3059075,0,79153.0,97.4,0.0,0.0,2014,2,1,2,36,6,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2014-02-06,359139.101529,0,75574.0,97.84,0.0,0.0,2014,2,1,3,37,6,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2014-02-07,389471.568011,0,78958.0,99.98,0.0,0.0,2014,2,1,4,38,6,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2014-02-08,530128.059914,0,92697.0,100.02666666666667,0.0,0.0,2014,2,1,5,39,6,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2014-02-09,520753.7470746,0,83507.0,100.07333333333334,0.0,0.0,2014,2,1,6,40,6,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2014-02-10,396622.737011,0,78191.0,100.12,0.0,0.0,2014,2,1,0,41,7,0,0.8660254037844386,0.5000000000000001,0.0,1.0
2014-02-11,358382.7339877,0,75239.0,99.96,0.0,0.0,2014,2,1,1,42,7,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2014-02-12,387758.393971,0,79051.0,100.38,0.0,0.0,2014,2,1,2,43,7,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2014-02-13,347373.2985675,0,82922.0,100.27,0.0,0.0,2014,2,1,3,44,7,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2014-02-14,361206.4069057,0,92671.0,100.31,0.0,0.0,2014,2,1,4,45,7,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2014-02-15,538893.357859,0,93175.0,100.68166666666667,0.0,0.0,2014,2,1,5,46,7,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2014-02-16,595300.23508,0,88232.0,101.05333333333334,0.0,0.0,2014,2,1,6,47,7,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2014-02-17,412029.2879535,0,76721.0,101.42500000000001,0.0,0.0,2014,2,1,0,48,8,0,0.8660254037844386,0.5000000000000001,0.0,1.0
2014-02-18,365331.247942,0,73438.0,102.54,0.0,0.0,2014,2,1,1,49,8,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2014-02-19,360161.6390075,0,73514.0,103.46,0.0,0.0,2014,2,1,2,50,8,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2014-02-20,322451.9201135,0,71024.0,103.2,0.0,0.0,2014,2,1,3,51,8,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2014-02-21,369403.653633,0,75172.0,102.53,0.0,0.0,2014,2,1,4,52,8,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2014-02-22,538206.082827,0,93092.0,102.74333333333334,0.0,0.0,2014,2,1,5,53,8,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2014-02-23,487896.463891,0,80419.0,102.95666666666666,0.0,0.0,2014,2,1,6,54,8,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2014-02-24,404224.188997,0,77401.0,103.17,0.0,0.0,2014,2,1,0,55,9,0,0.8660254037844386,0.5000000000000001,0.0,1.0
2014-02-25,351418.110084,0,72686.0,102.2,0.0,0.0,2014,2,1,1,56,9,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2014-02-26,353604.266985,0,74042.0,102.93,0.0,0.0,2014,2,1,2,57,9,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2014-02-27,330330.185244,0,73390.0,102.68,0.0,0.0,2014,2,1,3,58,9,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2014-02-28,425624.795466,0,84571.0,102.88,0.0,0.0,2014,2,1,4,59,9,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2014-03-01,911360.2578707,0,102182.0,103.7,0.0,0.0,2014,3,1,5,60,9,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2014-03-02,667413.052988,0,79124.0,104.52,1.0,1.0,2014,3,1,6,61,9,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2014-03-03,613973.031386,0,76019.0,105.34,1.0,1.0,2014,3,1,0,62,10,0,1.0,6.123233995736766e-17,0.0,1.0
2014-03-04,748930.902096,0,81818.0,103.64,1.0,1.0,2014,3,1,1,63,10,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2014-03-05,741756.416525,0,84962.0,101.75,0.0,0.0,2014,3,1,2,64,10,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2014-03-06,614082.444339,0,81147.0,101.82,0.0,0.0,2014,3,1,3,65,10,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2014-03-07,598242.341178,0,80361.0,102.82,0.0,0.0,2014,3,1,4,66,10,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2014-03-08,753345.259201,0,94346.0,102.34333333333333,0.0,0.0,2014,3,1,5,67,10,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2014-03-09,916117.649984,0,92694.0,101.86666666666666,0.0,0.0,2014,3,1,6,68,10,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2014-03-10,587414.828974,0,77536.0,101.39,0.0,0.0,2014,3,1,0,69,11,0,1.0,6.123233995736766e-17,0.0,1.0
2014-03-11,539365.375063,0,75793.0,100.29,0.0,0.0,2014,3,1,1,70,11,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2014-03-12,575676.797032,0,75820.0,98.29,0.0,0.0,2014,3,1,2,71,11,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2014-03-13,473298.042544,0,72982.0,98.57,0.0,0.0,2014,3,1,3,72,11,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2014-03-14,530515.2554715,0,77386.0,99.23,0.0,0.0,2014,3,1,4,73,11,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2014-03-15,731049.789851,0,91559.0,98.96333333333334,0.0,0.0,2014,3,1,5,74,11,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2014-03-16,929808.492772,0,93240.0,98.69666666666667,0.0,0.0,2014,3,1,6,75,11,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2014-03-17,612719.522118,0,80383.0,98.43,0.0,0.0,2014,3,1,0,76,12,0,1.0,6.123233995736766e-17,0.0,1.0
2014-03-18,537427.86875,0,75912.0,100.08,0.0,0.0,2014,3,1,1,77,12,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2014-03-19,585974.657018,0,76911.0,100.71,0.0,0.0,2014,3,1,2,78,12,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2014-03-20,500897.112641,0,74462.0,99.68,0.0,0.0,2014,3,1,3,79,12,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2014-03-21,548811.469984,0,78342.0,99.97,0.0,0.0,2014,3,1,4,80,12,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2014-03-22,771704.933772,0,93889.0,99.99666666666667,0.0,0.0,2014,3,1,5,81,12,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2014-03-23,838814.636064,0,89071.0,100.02333333333333,0.0,0.0,2014,3,1,6,82,12,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2014-03-24,571762.044919,0,74406.0,100.05,0.0,0.0,2014,3,1,0,83,13,0,1.0,6.123233995736766e-17,0.0,1.0
2014-03-25,539861.6183493,0,74454.0,99.66,0.0,0.0,2014,3,1,1,84,13,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2014-03-26,569680.543547,0,74887.0,100.61,0.0,0.0,2014,3,1,2,85,13,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2014-03-27,468581.39830400003,0,71079.0,101.25,0.0,0.0,2014,3,1,3,86,13,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2014-03-28,538905.781947,0,78180.0,101.73,0.0,0.0,2014,3,1,4,87,13,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2014-03-29,822333.142686,0,95635.0,101.67666666666666,0.0,0.0,2014,3,1,5,88,13,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2014-03-30,873958.8396415,0,88582.0,101.62333333333333,0.0,0.0,2014,3,1,6,89,13,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2014-03-31,651800.509461,0,82265.0,101.57,0.0,0.0,2014,3,1,0,90,14,0,1.0,6.123233995736766e-17,0.0,1.0
2014-04-01,485079.887001,8,84822.0,99.69,1.0,1.0,2014,4,2,1,91,14,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2014-04-02,463917.316107,4,83375.0,99.6,0.0,0.0,2014,4,2,2,92,14,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2014-04-03,388867.961418,120,78063.0,100.29,0.0,0.0,2014,4,2,3,93,14,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2014-04-04,422578.745073,5,81700.0,101.16,0.0,0.0,2014,4,2,4,94,14,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2014-04-05,617680.194045,7,101536.0,100.91666666666667,0.0,0.0,2014,4,2,5,95,14,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2014-04-06,631888.250898,7,94488.0,100.67333333333333,0.0,0.0,2014,4,2,6,96,14,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
2014-04-07,426091.1040178,3,80982.0,100.43,0.0,0.0,2014,4,2,0,97,15,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2014-04-08,376663.272105,8,76904.0,102.57,0.0,0.0,2014,4,2,1,98,15,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2014-04-09,375309.08201199997,4,78352.0,103.55,0.0,0.0,2014,4,2,2,99,15,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2014-04-10,334052.7571255,119,76260.0,103.37,0.0,0.0,2014,4,2,3,100,15,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2014-04-11,379646.845927,14,80053.0,103.68,0.0,0.0,2014,4,2,4,101,15,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2014-04-12,529919.922964,10,95879.0,103.80333333333334,1.0,1.0,2014,4,2,5,102,15,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2014-04-13,540190.281942,16,88770.0,103.92666666666666,0.0,0.0,2014,4,2,6,103,15,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
2014-04-14,381386.309033,8,77753.0,104.05,1.0,1.0,2014,4,2,0,104,16,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2014-04-15,364689.054991,45,76278.0,103.7,0.0,0.0,2014,4,2,1,105,16,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2014-04-16,411357.084985,45,81231.0,103.71,0.0,0.0,2014,4,2,2,106,16,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2014-04-17,397464.842904,455,84493.0,104.33,0.0,0.0,2014,4,2,3,107,16,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2014-04-18,394392.184115,37,81003.0,104.34,1.0,1.0,2014,4,2,4,108,16,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2014-04-19,496904.749136,36,92589.0,104.34333333333333,0.0,0.0,2014,4,2,5,109,16,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2014-04-20,520126.3980386,56,86198.0,104.34666666666666,0.0,0.0,2014,4,2,6,110,16,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
2014-04-21,398677.396998,28,79111.0,104.35,1.0,1.0,2014,4,2,0,111,17,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2014-04-22,370552.249018,49,75889.0,101.69,0.0,0.0,2014,4,2,1,112,17,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2014-04-23,372232.595049,58,75358.0,101.47,0.0,0.0,2014,4,2,2,113,17,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2014-04-24,320875.477858,460,71753.0,102.2,0.0,0.0,2014,4,2,3,114,17,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2014-04-25,357173.708433,22,75347.0,100.85,0.0,0.0,2014,4,2,4,115,17,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2014-04-26,497334.735036,39,89576.0,100.94333333333333,0.0,0.0,2014,4,2,5,116,17,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2014-04-27,560508.420995,52,88583.0,101.03666666666666,0.0,0.0,2014,4,2,6,117,17,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
2014-04-28,362271.9169815,65,73482.0,101.13,0.0,0.0,2014,4,2,0,118,18,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2014-04-29,326338.348031,73,71015.0,101.56,0.0,0.0,2014,4,2,1,119,18,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2014-04-30,357079.964912,86,74823.0,100.07,0.0,0.0,2014,4,2,2,120,18,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2014-05-01,530380.848064,547,87240.0,99.69,1.0,1.0,2014,5,2,3,121,18,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2014-05-02,443284.891212,215,80437.0,100.09,0.0,0.0,2014,5,2,4,122,18,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2014-05-03,610391.748971,72,98252.0,99.97333333333333,0.0,0.0,2014,5,2,5,123,18,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2014-05-04,646164.863883,58,93157.0,99.85666666666667,0.0,0.0,2014,5,2,6,124,18,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2014-05-05,427601.704071,67,77689.0,99.74,0.0,0.0,2014,5,2,0,125,19,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2014-05-06,388945.890086,84,75193.0,99.81,0.0,0.0,2014,5,2,1,126,19,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2014-05-07,391932.183945,71,77067.0,101.06,0.0,0.0,2014,5,2,2,127,19,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2014-05-08,337483.713217,472,73342.0,100.52,0.0,0.0,2014,5,2,3,128,19,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
